,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
702,0.0,0.0,0.0,0.0,1.0,0.0,0.0
704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0.0,0.0,0.0,0.0,1.0,0.0,0.0
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,0.0,0.0,0.0,0.0,1.0,0.0,0.0
894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,0.0,0.0,0.0,0.0,1.0,0.0,0.0
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,0.0,0.0,0.0,0.0,1.0,0.0,0.0
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,0.0,0.0,0.0,0.0,1.0,0.0,0.0
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,0.0,0.0,0.0,0.0,1.0,0.0,0.0
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1752,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1753,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3431,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3432,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3447,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3448,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3452,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3457,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3976,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3977,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4745,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4789,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4790,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4791,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7546,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7548,0.0,0.0,0.0,0.0,2.0,0.0,0.0
7549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8147,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8154,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8159,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8161,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8163,0.0,0.0,1.0,0.0,2.0,0.0,0.0
8164,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8506,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8567,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8650,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8747,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8833,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8834,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9160,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9163,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9164,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9165,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9166,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9167,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9539,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9540,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9541,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9542,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9617,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9618,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10757,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10758,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11077,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11078,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11381,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11382,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12269,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12270,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14188,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14534,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14588,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14599,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14601,0.0,0.0,0.0,0.0,2.0,0.0,0.0
14602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16785,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17868,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19254,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19936,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19938,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19939,0.0,0.0,0.0,0.0,2.0,0.0,0.0
19940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22429,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22441,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22443,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22901,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22902,0.0,0.0,0.0,0.0,2.0,0.0,0.0
22903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23869,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26962,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26963,0.0,0.0,0.0,1.0,1.0,0.0,0.0
26964,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26969,0.0,0.0,0.0,1.0,1.0,0.0,0.0
26971,0.0,0.0,0.0,1.0,2.0,0.0,0.0
26972,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26973,0.0,0.0,0.0,2.0,0.0,0.0,0.0
26974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28989,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29024,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29030,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29035,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30388,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30390,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30391,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30392,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30393,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30394,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30395,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30398,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30399,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30897,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30899,0.0,0.0,0.0,0.0,2.0,0.0,0.0
30900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32668,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33290,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33313,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33315,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33317,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33320,0.0,0.0,0.0,1.0,2.0,0.0,0.0
33321,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34005,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34382,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34383,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34384,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34386,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34387,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34388,0.0,0.0,0.0,1.0,2.0,0.0,0.0
34389,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34392,0.0,0.0,0.0,2.0,0.0,0.0,0.0
34393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34872,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34874,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34879,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34883,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34887,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34889,0.0,0.0,0.0,0.0,2.0,0.0,0.0
34890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36725,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36727,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37202,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37209,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37213,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37215,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37478,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37480,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37482,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37593,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37594,0.0,0.0,0.0,0.0,2.0,0.0,0.0
37595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38174,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39852,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41147,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41260,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41262,0.0,0.0,0.0,0.0,1.0,0.0,0.0
