,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
599,0.0,0.0,0.0,0.0,0.0,1.0,0.0
654,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1099,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1455,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1955,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1977,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2061,0.0,0.0,1.0,0.0,0.0,2.0,0.0
2561,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2941,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3441,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3531,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3541,0.0,0.0,1.0,0.0,0.0,2.0,0.0
3543,0.0,0.0,1.0,0.0,1.0,2.0,0.0
4041,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4043,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4242,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4742,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6428,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6928,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6937,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7029,0.0,0.0,1.0,0.0,0.0,2.0,0.0
7529,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7827,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8327,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8382,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8398,0.0,0.0,1.0,0.0,0.0,2.0,0.0
8898,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9576,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10076,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10150,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10650,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12362,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12369,0.0,0.0,1.0,0.0,2.0,0.0,0.0
12869,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13034,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13534,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13565,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13568,0.0,0.0,1.0,0.0,0.0,2.0,0.0
14068,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14432,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14435,0.0,0.0,1.0,0.0,0.0,2.0,0.0
14935,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15548,0.0,0.0,1.0,0.0,0.0,1.0,0.0
16048,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16093,0.0,0.0,1.0,0.0,0.0,1.0,0.0
16593,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16769,0.0,0.0,1.0,0.0,0.0,1.0,0.0
16775,0.0,0.0,1.0,0.0,0.0,2.0,0.0
17154,0.0,0.0,0.0,0.0,0.0,2.0,0.0
17180,0.0,0.0,1.0,0.0,0.0,2.0,0.0
17275,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17835,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18541,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19265,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19268,0.0,0.0,0.0,0.0,0.0,2.0,0.0
19768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20663,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21875,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22293,0.0,2.0,1.0,0.0,0.0,0.0,0.0
22333,0.0,2.0,1.0,0.0,0.0,1.0,0.0
22337,0.0,2.0,1.0,0.0,0.0,2.0,0.0
22506,0.0,2.0,1.0,0.0,1.0,2.0,0.0
22793,0.0,0.0,1.0,0.0,1.0,2.0,0.0
22837,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23041,0.0,0.0,1.0,0.0,1.0,1.0,0.0
23048,0.0,0.0,1.0,0.0,1.0,2.0,0.0
23548,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24006,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24217,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24533,0.0,0.0,1.0,0.0,0.0,2.0,0.0
25033,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25214,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25714,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25808,0.0,0.0,1.0,0.0,0.0,1.0,0.0
